#SampleID	Metaphlan2_Analysis
k__Bacteria	99.10743
k__Eukaryota	0.89257
k__Bacteria|p__Proteobacteria	62.15778
k__Bacteria|p__Actinobacteria	21.30745
k__Bacteria|p__Firmicutes	15.6422
k__Eukaryota|p__Ascomycota	0.89257
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	62.15778
k__Bacteria|p__Actinobacteria|c__Actinobacteria	21.30745
k__Bacteria|p__Firmicutes|c__Bacilli	15.6422
k__Eukaryota|p__Ascomycota|c__Saccharomycetes	0.89257
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	44.19237
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	21.30745
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	17.96541
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	15.60503
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales	0.89257
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.03717
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae	44.19237
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	21.30745
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	17.96541
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	9.2349
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	6.37013
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetales_noname	0.47332
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Metschnikowiaceae	0.25194
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae	0.16731
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	0.03717
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas	44.19237
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia	21.30745
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas	17.96541
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	9.2349
