#SampleID	Metaphlan2_Analysis
k__Bacteria	99.89197
k__Viruses	0.10803
k__Bacteria|p__Actinobacteria	44.77366
k__Bacteria|p__Firmicutes	29.74293
k__Bacteria|p__Proteobacteria	13.98485
k__Bacteria|p__Bacteroidetes	10.2045
k__Bacteria|p__Fusobacteria	1.18602
k__Viruses|p__Viruses_noname	0.10803
k__Bacteria|p__Actinobacteria|c__Actinobacteria	44.77366
k__Bacteria|p__Firmicutes|c__Bacilli	22.49614
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	9.56395
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	7.86056
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	5.91913
k__Bacteria|p__Firmicutes|c__Negativicutes	5.66046
k__Bacteria|p__Firmicutes|c__Clostridia	1.45067
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	1.18602
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.64055
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.20516
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.13567
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.10803
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	44.74559
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	20.16005
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	9.56395
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	7.85738
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	5.66046
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	3.65797
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2.33608
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	2.26116
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	1.45067
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	1.18602
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0.64055
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.20516
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.13567
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	0.10803
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.02807
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.00319
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	25.7077
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	18.92307
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	18.85685
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	7.85738
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	6.46088
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	5.66046
