#SampleID	Metaphlan2_Analysis
k__Bacteria	100.0
k__Bacteria|p__Firmicutes	38.26648
k__Bacteria|p__Actinobacteria	27.07428
k__Bacteria|p__Proteobacteria	18.77854
k__Bacteria|p__Bacteroidetes	12.71058
k__Bacteria|p__Fusobacteria	3.17013
k__Bacteria|p__Firmicutes|c__Bacilli	28.67487
k__Bacteria|p__Actinobacteria|c__Actinobacteria	27.07428
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	11.58279
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	9.27089
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	9.23468
k__Bacteria|p__Firmicutes|c__Negativicutes	8.10828
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	3.17013
k__Bacteria|p__Firmicutes|c__Clostridia	1.48333
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	1.12779
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.27297
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	27.07428
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	23.13115
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	11.58279
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	9.27089
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	8.10828
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	7.35933
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	5.54372
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	3.17013
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	1.87535
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	1.48333
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	1.12779
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.27297
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	22.98351
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	22.06061
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	9.27089
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	8.10828
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	7.35933
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	6.38248
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	5.20031
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	4.33078
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	4.09076
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	2.79365
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	1.87535
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	1.21294
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	1.12779
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	1.05464
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	0.75561
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.72772
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae	0.37649
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	0.27297
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.01591
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia	22.98351
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	22.06061
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria	9.27089
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	8.10828
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	7.35933
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	6.38248
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	5.06314
