#SampleID	Metaphlan2_Analysis
k__Bacteria	99.88572
k__Viruses	0.11428
k__Bacteria|p__Firmicutes	47.28337
k__Bacteria|p__Actinobacteria	31.19244
k__Bacteria|p__Bacteroidetes	15.51586
k__Bacteria|p__Proteobacteria	5.31094
k__Bacteria|p__Fusobacteria	0.5831
k__Viruses|p__Viruses_noname	0.11428
k__Bacteria|p__Firmicutes|c__Bacilli	32.30258
k__Bacteria|p__Actinobacteria|c__Actinobacteria	31.19244
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	15.30256
k__Bacteria|p__Firmicutes|c__Negativicutes	13.49749
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	3.23296
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	1.94952
k__Bacteria|p__Firmicutes|c__Clostridia	1.00088
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	0.5831
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.48242
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	0.2133
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0.12846
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.11428
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	29.9648
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	29.89804
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	15.30256
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	13.49749
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	3.13527
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2.40454
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	1.86876
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	1.22764
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	1.00088
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	0.5831
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0.48242
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	0.2133
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0.12846
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	0.11428
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0.09768
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.08076
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	26.01667
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	16.02157
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	13.94323
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	13.49749
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	9.28024
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	6.02231
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	3.4494
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	3.13527
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	1.86876
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	1.69791
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	1.22764
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	0.70663
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	0.64456
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.48242
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae	0.39818
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.2883
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.2139
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	0.2133
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	0.18492
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	0.14366
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis	0.14243
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	0.12846
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae	0.11428
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	0.09768
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	0.08076
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	26.01667
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	16.02157
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia	13.94323
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	10.70798
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	9.28024
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	5.9439
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	3.4494
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	3.13527
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera	2.76108
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria	1.86876
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella	1.69791
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium	1.22764
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	0.70663
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium	0.48242
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Stomatobaculum	0.46508
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0.2883
