#SampleID	Metaphlan2_Analysis
k__Bacteria	98.67741
k__Viruses	1.32259
k__Bacteria|p__Proteobacteria	53.54116
k__Bacteria|p__Actinobacteria	29.12203
k__Bacteria|p__Firmicutes	16.01422
k__Viruses|p__Viruses_noname	1.32259
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	53.40017
k__Bacteria|p__Actinobacteria|c__Actinobacteria	29.12203
k__Bacteria|p__Firmicutes|c__Bacilli	15.39718
k__Viruses|p__Viruses_noname|c__Viruses_noname	1.32259
k__Bacteria|p__Firmicutes|c__Negativicutes	0.61704
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.14098
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	53.40017
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	28.27107
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	15.00631
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	1.32259
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.85096
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.61704
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.39087
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0.14098
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	53.40017
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	28.17783
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	14.49803
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae	1.32259
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	0.85096
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0.61704
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0.48785
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	0.39087
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	0.14098
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	0.09324
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.02044
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia	53.40017
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia	28.17783
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	14.49803
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname	1.32259
